total_population,male_population,female_population,median_age,white_alone,black_alone,asian_alone,hispanic_or_latino,total_housing_units,occupied_housing_units,vacant_housing_units,median_home_value,median_gross_rent,median_household_income,per_capita_income,poverty_count,in_labor_force,civilian_labor_force,employed,unemployed,bachelors_degree,masters_degree,doctorate_degree,total_commuters,public_transit_commuters,mean_travel_time_to_work,location_name,state,place,year,dataset,fetched_date
12192,6230,5962,,10274,624,255,1486,4139,4043,96,622100,2493,154179,62130,430,6646,6646,6476,170,2281,1727,147,6322,660,5710,"North Merrick CDP, New York",36,53264,2022,acs/acs5,2025-10-13T11:21:10.433675
14652,7007,7645,,7235,80,6343,1187,4952,4729,223,783900,,149235,61791,390,7483,7483,7159,324,3563,1846,192,6931,982,6136,"North New Hyde Park CDP, New York",36,53275,2022,acs/acs5,2025-10-13T11:21:10.433685
7800,3676,4124,,6108,35,364,1939,2428,2346,82,376200,2320,117586,44655,119,3823,3823,3769,54,898,377,17,3704,57,3376,"North Patchogue CDP, New York",36,53319,2022,acs/acs5,2025-10-13T11:21:10.433695
7337,3382,3955,,6864,16,80,417,3180,2999,181,704400,2180,137487,79808,773,4131,4131,4110,21,1865,1349,133,4051,229,3525,"Northport village, New York",36,53396,2022,acs/acs5,2025-10-13T11:21:10.433704
588,296,292,,584,0,0,0,268,249,19,95700,,70104,31011,67,287,287,266,21,35,20,0,266,0,252,"North Rose CDP, New York",36,53462,2022,acs/acs5,2025-10-13T11:21:10.433714
6054,3241,2813,,4119,898,73,1007,3692,2186,1506,1035900,2522,150833,103883,184,3557,3557,3525,32,1599,590,36,3467,102,2798,"North Sea CDP, New York",36,53561,2022,acs/acs5,2025-10-13T11:21:10.433726
6669,3143,3526,,6148,122,67,181,3098,3015,83,141400,929,64583,33345,976,3597,3586,3413,173,593,458,12,3401,6,3237,"North Syracuse village, New York",36,53660,2022,acs/acs5,2025-10-13T11:21:10.433736
30479,15105,15374,,28311,654,297,660,14579,13643,936,166300,855,66836,36570,3271,16634,16620,15684,936,4071,1887,181,15388,25,13861,"North Tonawanda city, New York",36,53682,2022,acs/acs5,2025-10-13T11:21:10.433746
19016,9353,9663,,3076,9513,2711,3368,5725,5588,137,568300,2438,147569,48437,845,10556,10556,9981,575,3369,1551,112,9671,995,8509,"North Valley Stream CDP, New York",36,53748,2022,acs/acs5,2025-10-13T11:21:10.433755
1034,522,512,,1009,0,0,37,519,464,55,171200,754,64423,32248,107,415,415,410,5,145,90,0,401,0,365,"Northville village, New York",36,53770,2022,acs/acs5,2025-10-13T11:21:10.433765
1829,1058,771,,1802,5,22,22,740,633,107,881300,,114635,55936,295,766,766,766,0,210,251,51,703,14,630,"Northville CDP, New York",36,53775,2022,acs/acs5,2025-10-13T11:21:10.433774
11444,5573,5871,,9651,221,344,1724,4288,4158,130,579600,1685,159028,61293,297,5972,5972,5813,159,1825,1508,188,5736,890,5327,"North Wantagh CDP, New York",36,53792,2022,acs/acs5,2025-10-13T11:21:10.433786
4771,2176,2595,,3175,109,39,1374,3908,2110,1798,1125700,1782,127315,94458,1105,2445,2445,2274,171,1136,620,133,2027,185,1464,"Northwest Harbor CDP, New York",36,53852,2022,acs/acs5,2025-10-13T11:21:10.433796
1796,716,1080,,1422,120,46,17,921,875,46,264300,1091,53393,33831,260,785,785,772,13,278,314,72,761,12,629,"Northwest Ithaca CDP, New York",36,53853,2022,acs/acs5,2025-10-13T11:21:10.433805
6950,3222,3728,,6134,176,13,483,3391,3087,304,115300,829,50579,32626,1214,3444,3444,3040,404,588,478,32,2928,9,2735,"Norwich city, New York",36,53979,2022,acs/acs5,2025-10-13T11:21:10.433815
1282,616,666,,1243,1,0,11,691,602,89,94300,763,66250,33932,205,574,569,551,18,106,104,32,553,0,534,"Norwood village, New York",36,54012,2022,acs/acs5,2025-10-13T11:21:10.433824
4797,2217,2580,,3644,128,265,1060,3178,1995,1183,909600,2118,100222,69664,231,2802,2802,2664,138,977,643,21,2565,118,2274,"Noyack CDP, New York",36,54056,2022,acs/acs5,2025-10-13T11:21:10.433834
1140,605,535,,982,48,0,4,572,539,33,106100,717,50101,29084,273,497,497,487,10,120,33,4,464,14,415,"Nunda village, New York",36,54078,2022,acs/acs5,2025-10-13T11:21:10.433843
7057,3187,3870,,3882,1849,414,1131,3557,3257,300,548800,2089,97013,69937,258,4087,4087,3690,397,1304,1094,246,3652,331,3016,"Nyack village, New York",36,54100,2022,acs/acs5,2025-10-13T11:21:10.433855
123,62,61,,123,0,0,0,119,63,56,,,,76072,0,92,92,92,0,61,31,0,92,0,92,"Oak Beach CDP, New York",36,54111,2022,acs/acs5,2025-10-13T11:21:10.433864
7365,3710,3655,,6390,479,79,360,3001,2809,192,557900,2100,119291,58732,490,4402,4378,4163,215,1581,939,130,4174,65,3874,"Oakdale CDP, New York",36,54144,2022,acs/acs5,2025-10-13T11:21:10.433874
1683,763,920,,1496,46,0,143,676,650,26,130500,696,60577,29200,254,827,827,791,36,138,98,6,746,0,710,"Oakfield village, New York",36,54155,2022,acs/acs5,2025-10-13T11:21:10.433883
26,13,13,,26,0,0,0,636,13,623,,,,48992,0,14,14,14,0,0,6,0,14,0,7,"Ocean Beach village, New York",36,54430,2022,acs/acs5,2025-10-13T11:21:10.433893
31488,16313,15175,,26462,813,948,4932,11147,10811,336,607900,2049,136997,58400,995,17449,17441,16419,1022,5568,3901,468,16151,1994,14041,"Oceanside CDP, New York",36,54441,2022,acs/acs5,2025-10-13T11:21:10.433904
553,305,248,,549,0,0,31,238,215,23,152300,910,81875,33891,53,325,325,312,13,59,39,0,304,2,276,"Odessa village, New York",36,54452,2022,acs/acs5,2025-10-13T11:21:10.433915
9902,5479,4423,,8633,701,84,249,4212,3948,264,81500,722,58184,28379,1566,3801,3788,3526,262,653,485,14,3492,0,3373,"Ogdensburg city, New York",36,54485,2022,acs/acs5,2025-10-13T11:21:10.433925
1041,511,530,,1041,0,0,9,638,480,158,123900,,70606,37525,17,635,627,572,55,74,42,25,580,0,526,"Olcott CDP, New York",36,54540,2022,acs/acs5,2025-10-13T11:21:10.433935
5779,2830,2949,,4632,21,933,171,2253,1994,259,789200,,180341,70478,165,3078,3078,2971,107,1408,994,77,2954,485,2465,"Old Bethpage CDP, New York",36,54551,2022,acs/acs5,2025-10-13T11:21:10.433947
1834,949,885,,1424,11,128,302,673,605,68,2000001,2345,188092,133486,42,872,872,844,28,397,190,88,805,101,651,"Old Brookville village, New York",36,54562,2022,acs/acs5,2025-10-13T11:21:10.433956
1020,567,453,,883,5,62,31,407,370,37,1208300,3501,250001,161297,25,533,533,515,18,177,154,103,507,37,416,"Old Field village, New York",36,54617,2022,acs/acs5,2025-10-13T11:21:10.433966
573,312,261,,549,24,0,0,758,287,471,335200,,132645,57808,28,410,410,374,36,132,38,36,366,0,322,"Old Forge CDP, New York",36,54639,2022,acs/acs5,2025-10-13T11:21:10.433976
4410,2119,2291,,2975,348,672,287,1196,1052,144,2000001,3501,250001,108134,138,2187,2187,2027,160,835,370,73,1969,203,1565,"Old Westbury village, New York",36,54705,2022,acs/acs5,2025-10-13T11:21:10.433986
13890,6766,7124,,12334,395,289,165,6798,6142,656,87600,761,45078,28551,3266,6529,6529,6099,430,1247,956,204,6022,92,5624,"Olean city, New York",36,54716,2022,acs/acs5,2025-10-13T11:21:10.433996
10326,4888,5438,,9522,98,69,268,4781,4521,260,135800,840,56044,35259,1268,5219,5202,5044,158,1075,612,70,4967,2,4766,"Oneida city, New York",36,54837,2022,acs/acs5,2025-10-13T11:21:10.434005
699,341,358,,648,3,1,31,349,307,42,129300,737,71042,36586,66,379,379,368,11,63,35,0,348,0,329,"Oneida Castle village, New York",36,54848,2022,acs/acs5,2025-10-13T11:21:10.434017
14097,6685,7412,,11680,861,432,1099,5627,4495,1132,170900,980,62188,27061,1922,6709,6605,6367,238,1586,1138,237,6252,34,5874,"Oneonta city, New York",36,54881,2022,acs/acs5,2025-10-13T11:21:10.434027
2122,912,1210,,2009,40,39,14,1141,1035,106,166500,781,45869,31284,89,1072,1072,1051,21,242,82,0,1033,0,985,"Ontario CDP, New York",36,55002,2022,acs/acs5,2025-10-13T11:21:10.434036
4745,2125,2620,,3091,266,620,721,1602,1532,70,598800,1123,108125,47317,492,2182,2182,2051,131,799,786,78,1977,103,1704,"Orangeburg CDP, New York",36,55167,2022,acs/acs5,2025-10-13T11:21:10.434046
10060,5030,5030,,5889,2021,333,2680,3792,3677,115,315800,1500,104313,43667,584,5083,5070,4869,201,1320,1065,73,4796,160,4157,"Orange Lake CDP, New York",36,55189,2022,acs/acs5,2025-10-13T11:21:10.434055
3084,1697,1387,,2970,0,0,76,1479,1479,0,329400,1142,91705,57107,304,1813,1813,1735,78,770,544,31,1701,0,1475,"Orchard Park village, New York",36,55266,2022,acs/acs5,2025-10-13T11:21:10.434065
1220,642,578,,1163,8,6,36,1038,638,400,843900,2469,86938,108195,59,529,529,485,44,366,178,58,434,26,319,"Orient CDP, New York",36,55321,2022,acs/acs5,2025-10-13T11:21:10.434075
1201,564,637,,1142,0,2,20,602,530,72,150000,1188,63194,32758,144,599,599,586,13,114,54,3,581,0,540,"Oriskany village, New York",36,55365,2022,acs/acs5,2025-10-13T11:21:10.434086
655,334,321,,612,6,0,17,307,281,26,95200,599,44792,46610,100,326,326,317,9,84,17,0,315,4,295,"Oriskany Falls village, New York",36,55376,2022,acs/acs5,2025-10-13T11:21:10.434096
27076,14111,12965,,13172,3381,1339,11185,10244,9753,491,428200,2002,99678,49519,1873,14450,14414,13783,631,3752,3217,292,13627,1720,11858,"Ossining village, New York",36,55530,2022,acs/acs5,2025-10-13T11:21:10.434105
17092,8627,8465,,15743,160,243,473,8518,7353,1165,108300,977,50266,30310,4150,8297,8246,7367,879,1612,1070,181,7297,184,6788,"Oswego city, New York",36,55574,2022,acs/acs5,2025-10-13T11:21:10.434115
845,429,416,,782,12,6,10,408,378,30,162300,844,67857,36457,56,394,394,394,0,115,79,12,388,0,360,"Otego village, New York",36,55618,2022,acs/acs5,2025-10-13T11:21:10.434125
1431,701,730,,976,54,144,283,514,486,28,252000,1326,79615,36006,133,572,572,558,14,138,91,17,548,6,509,"Otisville village, New York",36,55673,2022,acs/acs5,2025-10-13T11:21:10.434137
88,52,36,,80,6,0,0,285,58,227,250000,,81250,71143,4,45,45,45,0,14,13,0,36,0,32,"Otter Lake CDP, New York",36,55750,2022,acs/acs5,2025-10-13T11:21:10.434147
464,203,261,,461,0,0,23,270,216,54,108900,915,62361,37475,75,269,269,257,12,39,35,0,257,0,253,"Ovid village, New York",36,55816,2022,acs/acs5,2025-10-13T11:21:10.434156
3740,1591,2149,,3431,93,19,63,1944,1766,178,115500,929,51200,40634,608,1635,1635,1584,51,487,250,45,1584,11,1466,"Owego village, New York",36,55882,2022,acs/acs5,2025-10-13T11:21:10.434168
118,69,49,,102,0,0,0,61,61,0,92700,,,30951,14,56,56,41,15,5,5,0,41,0,41,"Oxbow CDP, New York",36,55937,2022,acs/acs5,2025-10-13T11:21:10.434178
1482,790,692,,1426,8,0,39,649,575,74,100600,748,53542,28705,341,675,675,630,45,56,103,0,627,0,591,"Oxford village, New York",36,55948,2022,acs/acs5,2025-10-13T11:21:10.434187
6640,2925,3715,,5419,208,150,1648,2941,2717,224,589700,2232,108111,52354,644,3790,3790,3569,221,1478,661,71,3444,157,3053,"Oyster Bay CDP, New York",36,55992,2022,acs/acs5,2025-10-13T11:21:10.434197
1942,994,948,,1412,15,263,226,705,641,64,1577400,2275,250001,145710,135,984,984,907,77,549,228,65,898,142,698,"Oyster Bay Cove village, New York",36,56011,2022,acs/acs5,2025-10-13T11:21:10.434206
1735,768,967,,1593,14,60,0,885,804,81,155000,893,73654,59415,160,968,968,899,69,228,324,3,884,0,793,"Painted Post village, New York",36,56088,2022,acs/acs5,2025-10-13T11:21:10.434216
701,312,389,,679,10,1,7,393,341,52,126600,414,66250,42827,55,307,307,295,12,89,61,0,286,0,238,"Palatine Bridge village, New York",36,56110,2022,acs/acs5,2025-10-13T11:21:10.434225
925,293,632,,881,0,0,34,636,486,150,228000,1000,,50530,136,398,398,398,0,92,105,26,353,26,320,"Palenville CDP, New York",36,56132,2022,acs/acs5,2025-10-13T11:21:10.434235
3326,1732,1594,,3195,38,0,123,1672,1538,134,118400,833,72976,54938,378,1953,1953,1943,10,388,262,13,1843,9,1790,"Palmyra village, New York",36,56187,2022,acs/acs5,2025-10-13T11:21:10.434245
770,409,361,,714,36,20,0,175,175,0,,,116354,24241,0,282,263,231,32,77,0,0,250,0,250,"Pamelia Center CDP, New York",36,56212,2022,acs/acs5,2025-10-13T11:21:10.434256
484,257,227,,475,0,2,4,236,218,18,93500,743,53889,28558,54,247,247,245,2,29,31,1,236,0,228,"Panama village, New York",36,56231,2022,acs/acs5,2025-10-13T11:21:10.434265
171,60,111,,137,0,0,17,49,49,0,,,,16737,31,43,43,6,37,0,10,0,6,0,6,"Parc CDP, New York",36,56291,2022,acs/acs5,2025-10-13T11:21:10.434275
555,246,309,,489,1,2,16,235,208,27,124700,807,80000,36196,28,307,305,286,19,41,12,0,288,0,242,"Parish village, New York",36,56341,2022,acs/acs5,2025-10-13T11:21:10.434284
647,270,377,,629,0,0,7,318,247,71,96500,1042,57969,25489,118,312,312,287,25,76,33,0,287,0,258,"Parishville CDP, New York",36,56363,2022,acs/acs5,2025-10-13T11:21:10.434294
12343,5911,6432,,9014,520,533,2688,5483,5269,214,425500,2195,99271,60363,963,8143,8143,7737,406,1789,1232,181,7597,421,7145,"Patchogue village, New York",36,56660,2022,acs/acs5,2025-10-13T11:21:10.434304
616,464,152,,526,18,52,21,0,0,0,,,,6580,0,254,254,212,42,7,0,0,188,0,163,"Paul Smiths CDP, New York",36,56770,2022,acs/acs5,2025-10-13T11:21:10.434329
715,323,392,,702,13,0,0,294,274,20,124600,707,87500,36743,95,452,452,406,46,85,41,0,406,1,375,"Pavilion CDP, New York",36,56781,2022,acs/acs5,2025-10-13T11:21:10.434338
2021,946,1075,,1516,65,68,427,936,909,27,298400,1226,82375,47313,179,1146,1146,1116,30,316,214,13,1101,81,940,"Pawling village, New York",36,56814,2022,acs/acs5,2025-10-13T11:21:10.434348
1349,719,630,,1222,0,78,56,631,573,58,406600,2042,119861,56458,60,807,807,752,55,305,220,19,726,34,637,"Peach Lake CDP, New York",36,56869,2022,acs/acs5,2025-10-13T11:21:10.434357
16426,8328,8098,,13484,161,651,2284,6048,5714,334,530000,1992,137331,59293,1019,8318,8318,8051,267,3001,2006,270,7988,233,6848,"Pearl River CDP, New York",36,56902,2022,acs/acs5,2025-10-13T11:21:10.434369
793,331,462,,778,0,0,53,552,330,222,810100,,67125,39468,0,314,314,314,0,144,17,37,314,0,250,"Peconic CDP, New York",36,56968,2022,acs/acs5,2025-10-13T11:21:10.434378
25401,12180,13221,,10965,5073,498,10478,11677,10884,793,365000,1798,86695,46211,2421,14859,14748,13394,1354,4062,2427,232,13185,1212,12218,"Peekskill city, New York",36,56979,2022,acs/acs5,2025-10-13T11:21:10.434391
7261,3798,3463,,5078,546,503,1022,2327,2244,83,841300,2231,172692,83510,240,3801,3801,3567,234,1360,1041,95,3498,880,2740,"Pelham village, New York",36,57001,2022,acs/acs5,2025-10-13T11:21:10.434400
5682,2729,2953,,4486,393,391,446,1984,1977,7,1029800,1897,250001,128831,89,2726,2726,2583,143,1247,1061,164,2565,702,1947,"Pelham Manor village, New York",36,57023,2022,acs/acs5,2025-10-13T11:21:10.434410
5134,2252,2882,,4807,13,81,261,2550,2236,314,137000,645,50878,31658,539,2576,2576,2492,84,557,321,16,2457,0,2311,"Penn Yan village, New York",36,57177,2022,acs/acs5,2025-10-13T11:21:10.434420
3533,1676,1857,,3137,63,0,154,1655,1399,256,95800,766,59539,32823,386,1715,1698,1680,18,215,132,14,1677,0,1550,"Perry village, New York",36,57243,2022,acs/acs5,2025-10-13T11:21:10.434431
431,209,222,,392,3,3,0,118,105,13,104600,725,54671,17095,108,86,86,86,0,23,42,0,86,0,86,"Perrysburg CDP, New York",36,57287,2022,acs/acs5,2025-10-13T11:21:10.434442
1807,768,1039,,1694,0,43,70,752,686,66,195200,988,70556,36189,134,946,946,928,18,300,226,15,888,0,746,"Peru CDP, New York",36,57364,2022,acs/acs5,2025-10-13T11:21:10.434452
2212,1099,1113,,2086,9,0,167,949,854,95,153100,838,56630,28213,438,971,971,904,67,209,104,2,897,21,798,"Phelps village, New York",36,57518,2022,acs/acs5,2025-10-13T11:21:10.434461
915,427,488,,791,81,6,36,504,400,104,135000,693,39000,23081,268,419,361,320,41,31,50,0,346,0,307,"Philadelphia village, New York",36,57551,2022,acs/acs5,2025-10-13T11:21:10.434471
1559,881,678,,1295,199,2,52,698,559,139,172000,921,60848,28904,193,765,765,697,68,204,109,16,666,0,624,"Philmont village, New York",36,57639,2022,acs/acs5,2025-10-13T11:21:10.434480
266,167,99,,146,0,0,65,240,144,96,576900,1533,,26906,130,142,142,142,0,143,14,0,142,0,116,"Phoenicia CDP, New York",36,57650,2022,acs/acs5,2025-10-13T11:21:10.434490
2440,1140,1300,,2303,1,0,68,1204,1075,129,124000,949,53920,28609,482,1089,1089,994,95,311,155,0,940,12,837,"Phoenix village, New York",36,57661,2022,acs/acs5,2025-10-13T11:21:10.434500
2507,1337,1170,,1987,208,229,134,1433,1232,201,695800,1977,131458,79967,27,1637,1637,1579,58,753,447,107,1577,111,1333,"Piermont village, New York",36,57749,2022,acs/acs5,2025-10-13T11:21:10.434509
369,209,160,,323,0,0,46,150,130,20,77000,,77609,27015,15,185,185,185,0,21,57,0,182,0,121,"Pierrepont Manor CDP, New York",36,57782,2022,acs/acs5,2025-10-13T11:21:10.434519
248,115,133,,248,0,0,0,164,164,0,175900,,49052,32273,0,93,93,93,0,5,30,0,83,0,83,"Piffard CDP, New York",36,57804,2022,acs/acs5,2025-10-13T11:21:10.434529
253,141,112,,246,7,0,0,115,103,12,87500,,65750,27020,13,144,144,135,9,12,7,0,135,5,124,"Pike CDP, New York",36,57815,2022,acs/acs5,2025-10-13T11:21:10.434538
1659,642,1017,,1088,127,0,382,726,658,68,250900,1364,96429,39341,114,877,877,717,160,140,107,0,717,0,708,"Pine Bush CDP, New York",36,57980,2022,acs/acs5,2025-10-13T11:21:10.434550
360,239,121,,212,0,144,8,325,175,150,331500,572,81181,52013,41,185,185,185,0,50,112,18,185,0,133,"Pine Hill CDP, New York",36,58057,2022,acs/acs5,2025-10-13T11:21:10.434562
994,489,505,,821,0,15,133,506,417,89,260400,1352,69321,38254,109,514,514,510,4,105,62,11,487,15,450,"Pine Plains CDP, New York",36,58145,2022,acs/acs5,2025-10-13T11:21:10.434571
609,355,254,,607,0,0,9,279,266,13,137500,723,54643,24358,86,278,278,273,5,31,55,0,273,0,267,"Pine Valley CDP, New York",36,58189,2022,acs/acs5,2025-10-13T11:21:10.434581
1644,777,867,,1512,33,19,197,712,684,28,302200,1418,116250,64365,43,930,926,908,18,371,364,77,903,0,663,"Pittsford village, New York",36,58354,2022,acs/acs5,2025-10-13T11:21:10.434591
8963,4486,4477,,6853,80,1135,1067,2902,2853,49,563100,2667,132107,50954,536,4950,4950,4820,130,1430,1026,37,4778,540,4567,"Plainedge CDP, New York",36,58409,2022,acs/acs5,2025-10-13T11:21:10.434600
26620,13129,13491,,19899,93,5291,1227,9254,8923,331,691400,2660,181423,71495,650,14026,14026,13642,384,6333,4453,560,13379,1536,10625,"Plainview CDP, New York",36,58442,2022,acs/acs5,2025-10-13T11:21:10.434610
1365,608,757,,1197,3,84,23,447,424,23,2000001,,250001,169729,54,579,579,565,14,376,231,20,562,207,402,"Plandome village, New York",36,58475,2022,acs/acs5,2025-10-13T11:21:10.434619
938,465,473,,697,0,168,27,325,309,16,1517600,3250,250001,136246,7,520,520,511,9,271,115,25,502,136,432,"Plandome Heights village, New York",36,58486,2022,acs/acs5,2025-10-13T11:21:10.434634
665,337,328,,543,0,83,31,239,210,29,2000001,3501,245833,123598,49,291,291,279,12,151,124,30,271,67,191,"Plandome Manor village, New York",36,58497,2022,acs/acs5,2025-10-13T11:21:10.434644
1410,699,711,,810,143,0,713,554,520,34,218300,1520,100652,30389,179,772,772,762,10,60,58,0,762,37,700,"Plattekill CDP, New York",36,58541,2022,acs/acs5,2025-10-13T11:21:10.434653
19907,9382,10525,,17230,828,628,778,9718,8761,957,172900,940,55049,31862,3709,9998,9971,9369,602,2559,1323,297,9183,15,8590,"Plattsburgh city, New York",36,58574,2022,acs/acs5,2025-10-13T11:21:10.434663
1307,561,746,,1257,3,2,5,613,596,17,71300,895,51196,28596,252,619,619,537,82,48,44,0,537,0,527,"Plattsburgh West CDP, New York",36,58601,2022,acs/acs5,2025-10-13T11:21:10.434673
1848,1042,806,,1497,163,41,63,812,812,0,303400,2088,96510,43758,68,1174,1174,1156,18,154,163,56,1134,0,958,"Pleasant Valley CDP, New York",36,58684,2022,acs/acs5,2025-10-13T11:21:10.434683
7430,3827,3603,,6428,168,158,884,2795,2609,186,773800,1781,167841,80691,371,3990,3990,3760,230,1736,1274,277,3662,515,3149,"Pleasantville village, New York",36,58728,2022,acs/acs5,2025-10-13T11:21:10.434693
266,171,95,,243,0,0,0,94,94,0,125000,,143026,46280,0,160,160,160,0,31,0,0,160,0,160,"Plessis CDP, New York",36,58739,2022,acs/acs5,2025-10-13T11:21:10.434702
754,326,428,,707,0,20,0,342,316,26,242400,817,82500,46112,101,496,496,496,0,91,39,27,496,0,429,"Poestenkill CDP, New York",36,58794,2022,acs/acs5,2025-10-13T11:21:10.434712
1110,556,554,,1075,0,0,30,782,556,226,876200,3501,104386,85551,61,554,554,538,16,252,170,43,534,93,463,"Point Lookout CDP, New York",36,58849,2022,acs/acs5,2025-10-13T11:21:10.434723
602,322,280,,577,6,0,5,201,196,5,141000,916,85556,34219,38,307,307,301,6,51,24,0,297,0,283,"Poland village, New York",36,58937,2022,acs/acs5,2025-10-13T11:21:10.434733
3837,2008,1829,,2390,425,737,327,1102,1053,49,666600,3501,167740,63773,85,1828,1828,1671,157,632,525,21,1660,112,1374,"Pomona village, New York",36,58992,2022,acs/acs5,2025-10-13T11:21:10.434742
1107,608,499,,843,11,114,99,423,405,18,807700,3080,190417,115040,83,616,616,600,16,227,135,135,597,25,484,"Poquott village, New York",36,59157,2022,acs/acs5,2025-10-13T11:21:10.434752
1049,516,533,,987,5,0,71,467,427,40,99200,925,48882,24995,188,460,460,438,22,31,40,5,438,0,427,"Port Byron village, New York",36,59212,2022,acs/acs5,2025-10-13T11:21:10.434761
31288,16654,14634,,12627,2383,649,19536,10692,10211,481,548400,1963,92116,40722,4442,17599,17582,16374,1208,4535,1892,192,15861,1993,14415,"Port Chester village, New York",36,59223,2022,acs/acs5,2025-10-13T11:21:10.434771
1976,894,1082,,1870,18,16,84,870,794,76,130300,873,56154,28477,225,1045,1045,1012,33,172,207,2,1007,11,978,"Port Dickinson village, New York",36,59245,2022,acs/acs5,2025-10-13T11:21:10.434781
3441,1740,1701,,2573,135,0,600,1573,1434,139,242700,1450,73000,48858,441,1664,1664,1632,32,311,212,6,1618,64,1501,"Port Ewen CDP, New York",36,59311,2022,acs/acs5,2025-10-13T11:21:10.434792
